Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,PCO Tangible Common Equity
[Do not alter shaded columns]                             QA Field ID,,,,,,,3270
Field Type,,,,,,,BHC-SP
Period,,,,,,,6/30/25
Duration,,,,,,MRQ,
"Ohio County Community Bancshares, Inc.",BHC-SP,1951127,Hartford,KY,6/30/2025,"157,835","19,158"
Whitaker Bank Corporation Of Kentucky,BHC-SP,1966671,Lexington,KY,6/30/2025,"1,931,845","293,083"
Lolyn Financial Corporation,BHC-SP,1974630,Raymore,MO,6/30/2025,"370,618","1,280"
"BRAD, Inc.",BHC-SP,1978656,Black River Falls,WI,6/30/2025,"100,796","7,268"
"Susquehanna Community Financial, Inc",BHC-SP,1985216,West Milton,PA,6/30/2025,"593,059","35,938"
"Bancwest, Inc.",BHC-SP,1993547,Thomas,OK,6/30/2025,"173,056","20,261"
"Lauderdale County Bancshares, Inc., The",BHC-SP,2020691,Halls,TN,6/30/2025,"63,162","6,074"
"Isb Bancshares, Inc.",BHC-SP,2067771,Sarasota,FL,6/30/2025,"200,742","16,742"
"1889 Bancshares, Inc.",BHC-SP,2090751,Nevada,MO,6/30/2025,"118,042","15,138"
"D Bancorp, Inc.",BHC-SP,2127022,Desoto,TX,6/30/2025,"298,639","21,672"
"Lea County Bancshares, Inc.",BHC-SP,2148586,Hobbs,NM,6/30/2025,"726,823","32,451"
"AJJ Bancorp, Inc.",BHC-SP,2253734,Coralville,IA,6/30/2025,"453,876","30,006"
"Consumers Bancorp, Inc.",BHC-SP,2286228,Minerva,OH,6/30/2025,"1,164,656","76,271"
"Yoakum National Bancshares, Inc.",BHC-SP,2287225,Yoakum,TX,6/30/2025,"36,319","24,153"
"Mesquite Financial Services, Inc.",BHC-SP,2314260,Corpus Christi,TX,6/30/2025,"433,123","37,128"
"Thomasville Bancshares, Inc",BHC-SP,2346010,Thomasville,GA,6/30/2025,"1,927,915","197,857"
"First State Bancorp, Inc.",BHC-SP,2376941,Winchester,OH,6/30/2025,"1,121,532","67,304"
"First State Associates, Inc.",BHC-SP,2410582,Hawarden,IA,6/30/2025,"318,525","27,648"
"Bancshares, Inc., The",BHC-SP,2504874,Jennings,LA,6/30/2025,"437,430","62,076"
"Commercial Bancshares, Inc.",BHC-SP,2510727,West Liberty,KY,6/30/2025,"214,044","19,639"
CBC Holding Company,BHC-SP,2530118,Fitzgerald,GA,6/30/2025,"283,098","33,304"
Century Bancorp Inc,BHC-SP,2560496,Vineland,NJ,6/30/2025,"646,768","52,614"
"Fleming Community Agency, Inc.",BHC-SP,2561167,Fleming,CO,6/30/2025,"28,871","4,022"
"Edgar County Banc Shares, Inc.",BHC-SP,2577766,Paris,IL,6/30/2025,"689,099","33,123"
Transpecos Financial Corp.,BHC-SP,2649588,San Antonio,TX,6/30/2025,"863,358","43,090"
First American Bancorp,BHC-SP,2747765,Greenwood Village,CO,6/30/2025,"292,702","18,308"
Lcnb Corp.,BHC-SP,2759900,Lebanon,OH,6/30/2025,"2,307,800","263,474"
"Rae Valley Financials, Inc.",BHC-SP,2761480,Petersburg,NE,6/30/2025,"374,118","39,899"
"Community Capital Bancshares, Inc.",BHC-SP,2775142,Albany,GA,6/30/2025,"258,095","30,979"
"Coconut Grove Bankshares, Inc.",BHC-SP,2809560,Miami,FL,6/30/2025,"1,420,574","128,548"
"Griffith Family Financial Holdings, L.L.C.",BHC-SP,2816858,Lindsay,OK,6/30/2025,"118,733","7,171"
"Norway Bancorp, Mhc",BHC-SP,2835475,Norway,ME,6/30/2025,"2,059,300","238,786"
"Norway Bancorp, Inc",BHC-SP,2835484,Norway,ME,6/30/2025,"2,059,300","238,764"
"Terre Haute Savings Mhc, Inc.",BHC-SP,2861773,Terre Haute,IN,6/30/2025,"479,017","18,888"
"Inscorp, Inc.",BHC-SP,2877336,Nashville,TN,6/30/2025,"947,374","75,920"
"Petit Jean Bancshares, Inc.",BHC-SP,2877402,Morrilton,AR,6/30/2025,"246,268","41,361"
BayFirst Financial Corp.,BHC-SP,2881650,Saint Petersburg,FL,6/30/2025,"1,344,867","92,493"
"Waumandee Bancshares, Ltd.",BHC-SP,2892067,Waumandee,WI,6/30/2025,"341,352","28,330"
"Snb Bancorp, Inc.",BHC-SP,2896207,Salyersville,KY,6/30/2025,"158,973","15,795"
"Jack And Katherine Dickey Family Limited Partnership, The",BHC-SP,2908230,Weatherford,OK,6/30/2025,"77,924","6,388"
"Southwest Capital, L.L.C.",BHC-SP,2912312,Weatherford,OK,6/30/2025,"77,924",372
"Farmers And Merchants Bancshares, Inc.",BHC-SP,2931331,Nashville,IL,6/30/2025,"268,207","22,337"
"Goering Financial Holding Company Partnership, L.P.",BHC-SP,2961217,Moundridge,KS,6/30/2025,"427,581","39,453"
"Goering Management Company, Llc",BHC-SP,2961226,Moundridge,KS,6/30/2025,"427,607",638
"Universal Financial, Inc.",BHC-SP,2967835,West Covina,CA,6/30/2025,"360,948","65,854"
"Northrim Bancorp, Inc.",BHC-SP,3025385,Anchorage,AK,6/30/2025,"3,243,760","290,220"
"Metro North Bancshares, Inc.",BHC-SP,3027268,Elk River,MN,6/30/2025,"703,733","39,084"
"Malvern Bancshares, Inc.",BHC-SP,3070415,Malvern,IA,6/30/2025,"224,351","14,235"
"Capital Bancshares, Inc.",BHC-SP,3104794,Primghar,IA,6/30/2025,"289,882","33,699"
Central Texas Financial Corp.,BHC-SP,3137729,Cameron,TX,6/30/2025,"630,007","77,938"
"Allnations Bancorporation, Inc.",BHC-SP,3176559,Calumet,OK,6/30/2025,"74,332","6,243"
"United Community Bancshares, Inc.",BHC-SP,3260216,Morganfield,KY,6/30/2025,"491,472","33,977"
"North Valley Bancshares, Inc.",BHC-SP,3264193,Zanesville,OH,6/30/2025,"427,600","31,563"
"Rhinebeck Bancorp, Mhc",BHC-SP,3271230,Poughkeepsie,NY,6/30/2025,"1,274,249","77,127"
Timberline Bancorporation,BHC-SP,3282713,Aspen,CO,6/30/2025,"784,865","31,809"
"Flint Community Bancshares, Inc.",BHC-SP,3341656,Albany,GA,6/30/2025,"331,018","30,036"
"Tradition Bancshares, Inc.",BHC-SP,3344312,Wayzata,MN,6/30/2025,"2,609,442","138,890"
"Parke Bancorp, Inc",BHC-SP,3347292,Sewell,NJ,6/30/2025,"2,170,332","311,831"
"Saint Joseph Bancshares Acquisitions, Inc.",BHC-SP,3348011,Saint Joseph,MN,6/30/2025,"657,283","57,387"
"Feb Bancshares, Inc.",BHC-SP,3438051,Mobile,AL,6/30/2025,"262,686","36,571"
"St. Louis Bancshares, Inc.",BHC-SP,3449075,Saint Louis,MO,6/30/2025,"1,055,425","59,269"
Main Street Group Bancshares Mhc,BHC-SP,3469354,Marlborough,MA,6/30/2025,"1,689,026","145,285"
Main Street Group Bancshares Inc,BHC-SP,3469363,Marlborough,MA,6/30/2025,"1,689,009","145,217"
"West Valley Bancorp, Inc.",BHC-SP,3480050,Goodyear,AZ,6/30/2025,"72,821","8,064"
"Waterford Bancorp, Inc.",BHC-SP,3588415,Toledo,OH,6/30/2025,"1,729,912","160,827"
"Csb&t Bancorp, Inc.",BHC-SP,3602227,Nashville,TN,6/30/2025,"184,988","12,353"
"Ambage, Inc.",BHC-SP,3675959,West Point,NE,6/30/2025,"147,490","15,292"
"Southeastern Financial, Inc.",BHC-SP,3814459,Tuscaloosa,AL,6/30/2025,"181,867","13,337"
"Sis Bancorp, Mhc",BHC-SP,3815054,Sanford,ME,6/30/2025,"1,078,591","97,090"
"Sis Bancorp, Inc",BHC-SP,3815090,Sanford,ME,6/30/2025,"1,078,591","97,047"
Bancorp Of Lexington Inc.,BHC-SP,3825062,Lexington,KY,6/30/2025,"434,544","40,450"
CF Bankshares Inc.,BHC-SP,3828577,Columbus,OH,6/30/2025,"2,133,537","174,623"
"First Carolina Bancshares, M.H.C.",BHC-SP,3834710,Walterboro,SC,6/30/2025,"153,390","10,596"
"Lowndes Bancshares, Inc.",BHC-SP,3839340,Valdosta,GA,6/30/2025,"1,286,041","49,719"
"Security Bancorp, Inc.",BHC-SP,3842069,Mcminnville,TN,6/30/2025,"384,132","38,722"
"Mutual Federal Bancorp, Inc",BHC-SP,3850130,Chicago,IL,6/30/2025,"97,485","16,217"
"Charles River Bancorp, Mhc",BHC-SP,3966022,Medway,MA,6/30/2025,"319,837","19,512"
Charles River Bancorp Inc,BHC-SP,3966031,Medway,MA,6/30/2025,"319,737","19,411"
Texas Banc Financial Corporation,BHC-SP,4126225,Fort Worth,TX,6/30/2025,"2,417,382","280,649"
Prime Meridian Holding Company,BHC-SP,4167974,Tallahassee,FL,6/30/2025,"993,231","92,774"
Bankguam Holding Company,BHC-SP,4272869,Hagatna,GU,6/30/2025,"2,704,805","205,503"
"Infirst Bancorp, Mhc",BHC-SP,4442224,Indiana,PA,6/30/2025,"641,326","55,992"
"Infirst Bancorp, Inc",BHC-SP,4442233,Indiana,PA,6/30/2025,"641,326","55,992"
Lake Shore Iii Corporation,BHC-SP,4465559,Glenwood City,WI,6/30/2025,"896,800","64,101"
Wakefield Bancorp Inc,BHC-SP,4466903,Wakefield,MA,6/30/2025,"836,546","79,214"
Wakefield Bancorp Mhc,BHC-SP,4466912,Wakefield,MA,6/30/2025,"836,555","79,299"
"Harmony Bancshares, Inc.",BHC-SP,4805829,Dallas,TX,6/30/2025,"826,047","106,713"
First Mercantile Financial Corporation,BHC-SP,4815501,Cookeville,TN,6/30/2025,"158,758","16,379"
"Hanover Bancorp, Inc.",BHC-SP,5010134,Mineola,NY,6/30/2025,"2,311,976","193,845"
"Topeka Bancorp, Inc.",BHC-SP,5110605,Topeka,KS,6/30/2025,"315,106","41,294"
Linkbancorp,BHC-SP,5272361,Camp Hill,PA,6/30/2025,"2,886,554","297,998"
"Rhinebeck Bancorp, Inc.",BHC-SP,5301270,Poughkeepsie,NY,6/30/2025,"1,274,249","128,957"
"Micommunity Bancorp, Inc.",BHC-SP,5332591,Bloomfield Township,MI,6/30/2025,"251,427","23,673"
"FWB Financial, Inc.",BHC-SP,5435979,Chicago,IL,6/30/2025,"194,421","25,424"
Eaton Federal Stock Holding Company,BHC-SP,5444944,Charlotte,MI,6/30/2025,"496,231","61,923"
"Golden Valley Bancshares, Inc.",BHC-SP,5475890,Chico,CA,6/30/2025,"579,930","38,853"
CW Bancorp,BHC-SP,5538197,Irvine,CA,6/30/2025,"1,181,685","89,425"
"M&c Bancshares, Inc.",BHC-SP,5586321,Mcrae-Helena,GA,6/30/2025,"147,301","12,559"
"Texas Community Bancshares, Inc.",BHC-SP,5586862,Mineola,TX,6/30/2025,"444,082","52,869"
First Pacific Bancorp,BHC-SP,5609453,Whittier,CA,6/30/2025,"477,679","40,388"
Cfsb Bancorp Inc,BHC-SP,5651452,Quincy,MA,6/30/2025,"366,927","75,730"
"Traditions First Bancorp, Inc.",BHC-SP,5759741,Erin,TN,6/30/2025,"314,160","26,644"
"Pcb Financial, Inc.",BHC-SP,5900516,Costa Mesa,CA,6/30/2025,"245,532","24,670"
Cfb Mutual Holding Company,BHC-SP,5924709,Cumberland,WI,6/30/2025,"309,441","28,219"
"Cfb Financial, Inc.",BHC-SP,5924736,Cumberland,WI,6/30/2025,"309,441","28,130"
Amalgamated Investments Company,BHC-SP,1020676,Chicago,IL,6/30/2025,"1,257,363","117,540"
"North Missouri Bancorp, Inc.",BHC-SP,1023172,Edina,MO,6/30/2025,"104,990","13,740"
"Independent Bancshares, Inc.",BHC-SP,1023341,Red Bay,AL,6/30/2025,"212,840","16,543"
"Ballston Spa Bancorp, Inc.",BHC-SP,1048728,Ballston Spa,NY,6/30/2025,"912,607","67,344"
"TSB Services, Inc.",BHC-SP,1048858,Spencer,NY,6/30/2025,"590,931","84,112"
"First Bethany Bancorp, Inc.",BHC-SP,1051175,Bethany,OK,6/30/2025,"295,402","12,996"
"Crossdale, Inc.",BHC-SP,1051951,Hiawatha,KS,6/30/2025,"100,631","18,288"
First Of Mcalester Corporation,BHC-SP,1055762,Mcalester,OK,6/30/2025,"566,900","61,514"
"Dale Sprague Enterprises, Inc.",BHC-SP,1055865,Blue Mound,KS,6/30/2025,"54,954","9,740"
"Santa Fe Trail Banc Shares, Inc.",BHC-SP,1057289,Sublette,KS,6/30/2025,"323,381","22,221"
"Everest Bancshares, Inc.",BHC-SP,1057515,Everest,KS,6/30/2025,"426,521","35,027"
"Fidelity Banc Corporation, Dodge City, Kansas",BHC-SP,1060234,Dodge City,KS,6/30/2025,"196,730","48,171"
First Poteau Corporation,BHC-SP,1060243,Poteau,OK,6/30/2025,"358,418","23,000"
"Astra Financial Group, Inc.",BHC-SP,1060917,Abilene,KS,6/30/2025,"425,011","15,047"
"First Miami Bancshares, Inc.",BHC-SP,1061316,Miami,OK,6/30/2025,"302,835","38,166"
"Fort Cobb Bancshares, Inc.",BHC-SP,1061932,Fort Cobb,OK,6/30/2025,"64,824","7,168"
"Elk County Bancshares, Inc.",BHC-SP,1062863,Howard,KS,6/30/2025,"74,473","5,710"
"Haviland Bancshares, Inc.",BHC-SP,1063945,Haviland,KS,6/30/2025,"49,730","6,927"
"Muskingum Valley Bancshares, Inc.",BHC-SP,1071856,Beverly,OH,6/30/2025,"332,404","35,618"
"Pioneer Bankshares, Inc.",BHC-SP,1076422,Stanley,VA,6/30/2025,"338,099","39,551"
Riverhills Capital Corporation,BHC-SP,1082786,Vicksburg,MS,6/30/2025,"434,897","50,203"
First State Corporation,BHC-SP,1083587,Waynesboro,MS,6/30/2025,"920,605","89,786"
"Citizens Bancorporation, Inc.",BHC-SP,1084472,Plaquemine,LA,6/30/2025,"449,465","51,845"
Priorityone Capital Corporation,BHC-SP,1084575,Magee,MS,6/30/2025,"9,360","84,064"
"Upper Cumberland Bancshares, Inc.",BHC-SP,1085198,Byrdstown,TN,6/30/2025,"303,484","28,615"
"Liberty Bancorp Of Georgia, Inc.",BHC-SP,1085228,Clayton,GA,6/30/2025,"343,063","36,752"
"Jeanerette First National Bancorp, Inc.",BHC-SP,1085303,Jeanerette,LA,6/30/2025,"584,596","53,565"
"Pbg Financial Services, Inc.",BHC-SP,1085415,Graceville,FL,6/30/2025,"111,020","7,232"
"First Farmers Bancshares, Inc.",BHC-SP,1086122,Portland,TN,6/30/2025,"891,323","116,245"
"Magnolia Bancshares, Inc.",BHC-SP,1095843,Hodgenville,KY,6/30/2025,"516,780","55,415"
Planters Holding Company,BHC-SP,1096484,Indianola,MS,6/30/2025,"2,136,874","128,997"
"Country Bancorp, Inc.",BHC-SP,1098581,Hillsboro,IL,6/30/2025,"658,368","56,965"
"Farmers & Merchants Bancshares, Inc.",BHC-SP,1099225,Wright City,MO,6/30/2025,"48,085","2,965"
"Union Bankshares, Inc.",BHC-SP,1099805,Mena,AR,6/30/2025,"653,618","61,631"
"Anson Bancshares, Inc.",BHC-SP,1103702,Anson,TX,6/30/2025,"7,280","7,280"
"Security State Bancshares, Inc.",BHC-SP,1103805,Stockdale,TX,6/30/2025,"63,094","8,084"
Schertz Bancshares Corporation,BHC-SP,1105443,Schertz,TX,6/30/2025,"787,378","98,789"
"Southern Bancshares, Inc.",BHC-SP,1107184,Houston,TX,6/30/2025,"1,122,488","140,159"
"Hart Bancshares, Inc.",BHC-SP,1118836,Munfordville,KY,6/30/2025,"24,611","9,892"
"HAMBAC, Inc.",BHC-SP,1118911,Hodgenville,KY,6/30/2025,"443,052","61,025"
"Taylor County Bancshares, Inc.",BHC-SP,1119105,Campbellsville,KY,6/30/2025,"248,717","27,907"
"Boyle Bancorp, Inc.",BHC-SP,1119244,Danville,KY,6/30/2025,"986,616","84,555"
"Citizens Bancshares Of Hutchinson, Inc.",BHC-SP,1121966,Hutchinson,MN,6/30/2025,"342,579","12,120"
"F & M Financial Services, Inc.",BHC-SP,1122178,Preston,MN,6/30/2025,"209,003","15,422"
"Bridger Company, The",BHC-SP,1122310,Bridger,MT,6/30/2025,"806,159","44,628"
"Strasburg Banshares, Inc.",BHC-SP,1125692,Strasburg,ND,6/30/2025,"97,193","8,994"
Union Holding Company,BHC-SP,1126372,Halliday,ND,6/30/2025,"310,386","17,786"
"Coulee Bancshares, Inc.",BHC-SP,1126989,La Crosse,WI,6/30/2025,"551,869","22,007"
State Bank Of Bottineau Holding Company,BHC-SP,1127436,Bottineau,ND,6/30/2025,"113,010","8,194"
"First Harvey Bancorporation, Inc.",BHC-SP,1128666,Harvey,ND,6/30/2025,"92,453","7,275"
Benton Financial Corporation,BHC-SP,1130762,Fowler,IN,6/30/2025,"198,873","28,018"
Keystone Community Bancorporation,BHC-SP,1131367,Keystone,IA,6/30/2025,"194,438","12,148"
Commercial Ban Corp.,BHC-SP,1132971,Carroll,IA,6/30/2025,"311,768","23,373"
"First Antlers Bancorporation, Inc.",BHC-SP,1133370,Antlers,OK,6/30/2025,"638,197","36,735"
"Citizens Bancshares Of Loyal, Inc.",BHC-SP,1136410,Loyal,WI,6/30/2025,"316,682","28,581"
F&m Financial Corporation,BHC-SP,1138450,Clarksville,TN,6/30/2025,"1,601,603","86,854"
"Putnam Bancshares, Inc.",BHC-SP,1139804,Hurricane,WV,6/30/2025,"665,413","77,683"
Tcm Company,BHC-SP,1141553,Crete,NE,6/30/2025,"323,742","29,635"
"First American Bankshares, Inc.",BHC-SP,1141629,Fort Atkinson,WI,6/30/2025,"559,222","42,939"
"Lake Bank Shares, Inc.",BHC-SP,1141919,Albert Lea,MN,6/30/2025,"146,855","15,270"
Merchants Holding Company,BHC-SP,1142206,Sioux Falls,SD,6/30/2025,"246,272","22,798"
"Mcintosh County Bank Holding Company, Inc.",BHC-SP,1143678,Ashley,ND,6/30/2025,"129,129","27,218"
Osceola Bancorporation,BHC-SP,1144095,Osceola,IA,6/30/2025,"330,163","30,637"
Lone Tree Service Company,BHC-SP,1201336,Lone Tree,IA,6/30/2025,"121,378","11,522"
Neb Corporation,BHC-SP,1202052,Fond Du Lac,WI,6/30/2025,"2,895,156","583,429"
Country Bancorporation,BHC-SP,1203910,West Des Moines,IA,6/30/2025,"419,604","40,575"
Tri City Bankshares Corporation,BHC-SP,1203974,Oak Creek,WI,6/30/2025,"1,850,398","167,164"
First State Financial Corporation,BHC-SP,1204177,Saint Clair Shores,MI,6/30/2025,"1,289,936","116,815"
Van Buren Bancorporation,BHC-SP,1204195,Keosauqua,IA,6/30/2025,"371,511","16,418"
Madison Holding Company,BHC-SP,1204252,Winterset,IA,6/30/2025,"126,900","7,198"
"Fsb Financial Services, Inc.",BHC-SP,1204832,Waterloo,IA,6/30/2025,"1,643,133","117,488"
"Montfort Bancorporation, Inc.",BHC-SP,1205325,Platteville,WI,6/30/2025,"351,194","29,273"
"Dewitt Bancorp, Inc.",BHC-SP,1205576,De Witt,IA,6/30/2025,"256,066","16,058"
Greene Investment Co.,BHC-SP,1205905,Jefferson,IA,6/30/2025,"901,374","83,533"
Marquette National Corporation,BHC-SP,1207486,Chicago,IL,6/30/2025,"2,229,653","185,298"
"First Community Bancorp, Inc.",BHC-SP,1208018,Beecher,IL,6/30/2025,"196,926","22,808"
First Lena Corporation,BHC-SP,1208148,Lena,IL,6/30/2025,"456,546","40,148"
Drake Holding Company,BHC-SP,1208410,Radcliffe,IA,6/30/2025,"122,942","6,933"
"Pilot Bancorp, Inc.",BHC-SP,1208885,Pilot Grove,IA,6/30/2025,"1,074,866","107,966"
"Lasalle Bancorp, Inc.",BHC-SP,1209323,La Salle,IL,6/30/2025,"323,653","35,250"
J. E. Coonley Company,BHC-SP,1209529,Hampton,IA,6/30/2025,"216,270","24,431"
"Farmers Bancorp Frankfort Indiana, The",BHC-SP,1209538,Frankfort,IN,6/30/2025,"1,102,492","75,799"
"Ontario Bancorporation, Inc.",BHC-SP,1209592,Ontario,WI,6/30/2025,"81,876","10,451"
Psb Corporation,BHC-SP,1210468,Wellsburg,IA,6/30/2025,"438,804","36,811"
"M.S.B. Bancorporation, Inc.",BHC-SP,1210749,Marion,WI,6/30/2025,"536,711","34,566"
"Randall Bancshares, Inc.",BHC-SP,1245246,Lake Andes,SD,6/30/2025,"27,606","3,569"
"Farmers Bancorp, Inc. Of Marion, Kentucky",BHC-SP,1246962,Marion,KY,6/30/2025,"704,899","53,504"
"Marion Bancshares, Inc.",BHC-SP,1248023,Marion,AL,6/30/2025,"343,094","17,684"
Litchfield Bancshares Company,BHC-SP,1248489,Litchfield,IL,6/30/2025,"137,642","9,379"
"Ireland Bancorp, Ltd.",BHC-SP,1248845,Malad City,ID,6/30/2025,"370,131","30,401"
Apple Creek Banc Corp,BHC-SP,1248993,Apple Creek,OH,6/30/2025,"260,315","18,614"
Somers Bancorporation,BHC-SP,1249105,Somers,IA,6/30/2025,"249,028","33,754"
UNB Corp,BHC-SP,1249945,Mount Carmel,PA,6/30/2025,"170,071","9,061"
Greater Pacific Bancshares,BHC-SP,1398692,Whittier,CA,6/30/2025,"173,813","24,628"
"Hana Bancorp, Inc.",BHC-SP,1398973,New York,NY,6/30/2025,"646,161","110,480"
"Piper Bankshares, Inc.",BHC-SP,1398991,Piper City,IL,6/30/2025,"179,952","28,033"
"Fnb Bancshares, Inc.",BHC-SP,1416671,Iron Mountain,MI,6/30/2025,"397,646","32,165"
"Merit Bancorporation, Inc.",BHC-SP,1417191,Huntsville,AL,6/30/2025,"459,254","39,100"
Shelby Financial Corporation,BHC-SP,1493001,Shelby,MI,6/30/2025,"364,743","28,380"
Keweenaw Financial Corporation,BHC-SP,1495854,Hancock,MI,6/30/2025,"1,000,068","91,480"
"Graymont Bancorp, Inc.",BHC-SP,1718209,Graymont,IL,6/30/2025,"320,053","33,976"
"Bonduel Bancorp, Inc.",BHC-SP,1839252,Bonduel,WI,6/30/2025,"121,499","15,832"
"Arneson Bancshares, Inc.",BHC-SP,1840221,Clear Lake,IA,6/30/2025,"606,948","51,038"
"Tescott Bancshares, Inc.",BHC-SP,1841004,Tescott,KS,6/30/2025,"626,258","66,528"
Prime Banc Corp.,BHC-SP,1842355,Effingham,IL,6/30/2025,"1,404,526","98,707"
Kirkwood Bancorporation Co.,BHC-SP,1843558,Bismarck,ND,6/30/2025,"354,550","30,678"
"First Neighborhood Bancshares, Inc.",BHC-SP,1881934,Toledo,IL,6/30/2025,"656,400","70,976"
"Gato Holdings, Inc.",BHC-SP,1907106,Thief River Falls,MN,6/30/2025,"461,725","48,725"
"Mathias Bancshares, Inc.",BHC-SP,1951172,Springdale,AR,6/30/2025,"346,174","23,655"
"Eagle Financial Services, Inc.",BHC-SP,1951770,Berryville,VA,6/30/2025,"2,035,080","179,648"
"Csb Bancorp, Inc.",BHC-SP,1967865,Millersburg,OH,6/30/2025,"1,237,969","121,683"
First Metro Bancorp,BHC-SP,1980846,Muscle Shoals,AL,6/30/2025,"998,960","99,946"
Bellwood Community Holding Company,BHC-SP,1983070,Bellwood,NE,6/30/2025,"546,420","32,377"
"Denali Bancorporation, Inc.",BHC-SP,1989241,Fairbanks,AK,6/30/2025,"535,057","44,238"
"Century Bancorp, Inc.",BHC-SP,2043850,Milledgeville,GA,6/30/2025,"365,735","37,620"
"North State Bancshares, Inc.",BHC-SP,2130303,Shakopee,MN,6/30/2025,"147,678","8,510"
"Edmonson Bancshares, Inc",BHC-SP,2155397,Brownsville,KY,6/30/2025,"283,892","23,974"
"Decatur Bancshares, Inc",BHC-SP,2201883,Decaturville,TN,6/30/2025,"295,493","15,578"
"Bi-stone Bancshares, Inc.",BHC-SP,2227481,Mexia,TX,6/30/2025,"261,708","20,288"
Finward Bancorp,BHC-SP,2237118,Munster,IN,6/30/2025,"2,057,911","154,260"
"Bankers Bank Of The West Bancorp, Inc.",BHC-SP,2249401,Denver,CO,6/30/2025,"410,144","53,829"
"Fnb Bancshares, Inc.",BHC-SP,2262503,Brooksville,KY,6/30/2025,"73,506","7,802"
Mbt Corp.,BHC-SP,2269977,Forest City,IA,6/30/2025,"727,681","64,830"
"Diamond Bancorp, Inc",BHC-SP,2294812,Washington,MO,6/30/2025,"1,132,841","119,249"
Cache Valley Banking Company,BHC-SP,2324997,Logan,UT,6/30/2025,"3,329,691","315,641"
"Fsb Bancshares, Inc.",BHC-SP,2344650,Clute,TX,6/30/2025,"414,450","35,107"
Western Dakota Holding Company,BHC-SP,2351359,Timber Lake,SD,6/30/2025,"78,272","6,934"
"Fcnb Bancorp, Inc.",BHC-SP,2355759,Fayetteville,WV,6/30/2025,"149,528","9,853"
"Universal Financial Services, Inc.",BHC-SP,2387152,Bayport,MN,6/30/2025,"417,025","32,096"
"Calvin B. Taylor Bankshares, Inc.",BHC-SP,2391300,Berlin,MD,6/30/2025,"968,447","123,953"
"Bradford Bancorp, Inc.",BHC-SP,2456919,Greenville,IL,6/30/2025,"633,132","43,079"
"Farmers State Bancshares, Inc.",BHC-SP,2471985,Mason City,IA,6/30/2025,"221,833","20,023"
"East Texas Bancorp, Inc.",BHC-SP,2475590,Longview,TX,6/30/2025,"297,369","34,973"
"Community State Bancshares, Inc",BHC-SP,2516961,Shelbina,MO,6/30/2025,"123,447","13,602"
"Maxlou Bancshares, Inc.",BHC-SP,2550602,Tahlequah,OK,6/30/2025,"84,856","5,850"
"Midland Bancshares, Inc.",BHC-SP,2609489,Kincaid,IL,6/30/2025,"66,458","9,019"
Narragansett Financial Corp,BHC-SP,2623430,Swansea,MA,6/30/2025,"2,990,839","176,688"
"Mountainone Financial, Mhc",BHC-SP,2634212,North Adams,MA,6/30/2025,"1,027,980","132,433"
"Marshall Community Bancshares, Inc.",BHC-SP,2647360,Marshall,MO,6/30/2025,"239,128","18,826"
"Usal Bancorp, Inc.",BHC-SP,2685577,Union Springs,AL,6/30/2025,"346,337","26,439"
Sherwood Banc Corporation,BHC-SP,2705680,Sherwood,OH,6/30/2025,"102,812","12,215"
"Androscoggin Bancorp, Mhc",BHC-SP,2710796,Lewiston,ME,6/30/2025,"1,763,462","153,194"
"Androscoggin Bancorp, Inc.",BHC-SP,2710808,Lewiston,ME,6/30/2025,"1,763,462","152,972"
"Grandview Bancshares, Inc.",BHC-SP,2726957,Grandview,TX,6/30/2025,"689,530","68,272"
"Marine Bancshares, Inc.",BHC-SP,2734028,Marine On Saint Croix,MN,6/30/2025,"225,677","24,360"
"Richland County Bancshares, Inc.",BHC-SP,2737971,Richland Center,WI,6/30/2025,"109,748","17,247"
"BCC Bancshares, Inc.",BHC-SP,2753289,Hardin,IL,6/30/2025,"95,709","8,037"
Ameri-National Corporation,BHC-SP,2772990,Leawood,KS,6/30/2025,"1,160,091","207,838"
"Oak Financial, Inc.",BHC-SP,2857598,Fitchburg,WI,6/30/2025,"473,032","49,479"
"Sterling City Bancshares, Inc.",BHC-SP,2940810,Sterling City,TX,6/30/2025,"226,005","15,500"
"Cnb Holdings, Inc.",BHC-SP,2951106,Mcconnelsville,OH,6/30/2025,"111,669","11,347"
First Century Bancorp.,BHC-SP,2997739,Roswell,GA,6/30/2025,"698,342","71,469"
Bac Financial Inc.,BHC-SP,3033746,Stockton,CA,6/30/2025,"788,638","57,950"
"Alamerica Banccorp, Inc.",BHC-SP,3047583,Birmingham,AL,6/30/2025,"18,862","4,235"
"Tri-county Bancorp, Inc.",BHC-SP,3068289,West Union,WV,6/30/2025,"289,756","15,359"
Bedias Financial Corp.,BHC-SP,3069482,Bedias,TX,6/30/2025,"208,826","36,281"
"Mountainone Financial, Inc.",BHC-SP,3100152,North Adams,MA,6/30/2025,"1,026,585","150,940"
"Legends Financial Holdings, Inc.",BHC-SP,3100349,Clarksville,TN,6/30/2025,"883,587","62,374"
"Heritage Bancshares, Inc.",BHC-SP,3120310,Topeka,KS,6/30/2025,"171,798","12,181"
Quitaque National Corporation,BHC-SP,3141034,Quitaque,TX,6/30/2025,"150,065","15,853"
Quitaque National Corporation Of Delaware,BHC-SP,3141043,Wilmington,DE,6/30/2025,"150,065","15,835"
