Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,PCO Tangible Common Equity
[Do not alter shaded columns]                             QA Field ID,,,,,,,3270
Field Type,,,,,,,BHC-SP
Period,,,,,,,6/30/25
Duration,,,,,,MRQ,
"First Bank Shares Of The South East, Inc.",BHC-SP,1134041,Alma,GA,6/30/2025,"732,907","158,818"
Cnb Corporation,BHC-SP,1134108,Conway,SC,6/30/2025,"1,904,985","187,320"
"Farmers And Merchants Bancorp, The",BHC-SP,1135507,Boswell,IN,6/30/2025,"205,743","16,115"
"East Texas Bancshares, Inc.",BHC-SP,1135909,Livingston,TX,6/30/2025,"679,389","87,563"
"Neffs Bancorp, Inc.",BHC-SP,1140097,Neffs,PA,6/30/2025,"467,385","69,428"
"Belle Fourche Bancshares, Inc.",BHC-SP,1143511,Spearfish,SD,6/30/2025,"958,833","91,256"
Financial Fedcorp Inc,BHC-SP,1144741,Memphis,TN,6/30/2025,"1,085,824","105,877"
Mid-iowa Bancshares Co.,BHC-SP,1207673,Algona,IA,6/30/2025,"466,034","37,080"
"Peoples Bancorp, Inc.",BHC-SP,1209499,Prairie Du Chien,WI,6/30/2025,"919,203","84,188"
"Dublin Bancshares, Inc.",BHC-SP,1246953,Dublin,TX,6/30/2025,"133,519","16,292"
"First State Fremont, Inc.",BHC-SP,1247231,Fremont,NE,6/30/2025,"551,552","39,584"
"Market Street Bancshares, Inc.",BHC-SP,1250437,Mount Vernon,IL,6/30/2025,"1,882,382","104,445"
"First Co Bancorp, Inc.",BHC-SP,1250473,Collinsville,IL,6/30/2025,"2,614,718","197,544"
"Buena Vista Bancorp, Inc.",BHC-SP,1399578,Chester,IL,6/30/2025,"317,696","34,174"
"First Bancorp, Inc.",BHC-SP,1416701,Ketchikan,AK,6/30/2025,"863,037","62,254"
"Wrz Bankshares, Inc.",BHC-SP,1427640,Plainview,MN,6/30/2025,"390,967","27,542"
Peoples Bancshares Of Gambier Inc.,BHC-SP,1427734,Gambier,OH,6/30/2025,"59,015","5,421"
"M&p Community Bancshares, Inc.",BHC-SP,1491306,Newport,AR,6/30/2025,"338,358","24,503"
"Boscobel Bancorp, Inc.",BHC-SP,1492291,Boscobel,WI,6/30/2025,"634,835","49,333"
"First Eagle Bancshares, Inc.",BHC-SP,1492956,Chicago,IL,6/30/2025,"604,730","121,832"
"Blue Ridge Bancshares, Inc.",BHC-SP,1891317,Independence,MO,6/30/2025,"817,273","67,342"
"Bethany Bankshares, Inc.",BHC-SP,1905009,Bethany,MO,6/30/2025,"1,409,808","123,253"
Teutopolis Holding Company,BHC-SP,1928615,Teutopolis,IL,6/30/2025,"370,575","43,455"
Wvs Financial Corp.,BHC-SP,2140115,Pittsburgh,PA,6/30/2025,"355,486","38,620"
Southern Utah Bancorporation,BHC-SP,2169871,Cedar City,UT,6/30/2025,"2,638,034","264,970"
"Allendale Bancorp, Inc",BHC-SP,2227409,Allendale,IL,6/30/2025,"391,741","33,976"
"Salem Bancshares, Inc.",BHC-SP,2234939,Salem,MO,6/30/2025,"141,392","11,983"
"Jefferson Bancshares, Inc.",BHC-SP,2267665,White Hall,AR,6/30/2025,"1,528,189","152,622"
Mediapolis Bancorporation,BHC-SP,2291398,Mediapolis,IA,6/30/2025,"264,343","23,159"
"Western Oklahoma Financial Services, Inc.",BHC-SP,2293507,Elk City,OK,6/30/2025,"300,236","22,778"
"Peoples Of Fleming County Bancorp, Inc.",BHC-SP,2356701,Flemingsburg,KY,6/30/2025,"511,832","58,648"
"Lake Elmo Bancshares, Inc.",BHC-SP,2360043,Lake Elmo,MN,6/30/2025,"505,500","53,650"
"Bastrop Bancshares, Inc.",BHC-SP,2410304,Bastrop,TX,6/30/2025,"1,034,198","58,995"
"Peoples National Bancshares, Inc.",BHC-SP,2438399,New Lexington,OH,6/30/2025,"275,414","18,075"
"Adirondack Bancorp, Inc.",BHC-SP,2467474,Utica,NY,6/30/2025,"960,317","61,734"
Forrest City Financial Corporation,BHC-SP,2501305,Marianna,AR,6/30/2025,"468,782","39,029"
"Mound City Financial Services, Inc.",BHC-SP,2510428,Platteville,WI,6/30/2025,"516,004","56,152"
Community Bank Corp.,BHC-SP,2536857,Park Ridge,IL,6/30/2025,"703,904","55,709"
"Lincoln Bancshares, Inc.",BHC-SP,2645937,Lincolnton,GA,6/30/2025,"183,988","22,304"
M.I.F. Limited,BHC-SP,2695688,Chisholm,MN,6/30/2025,"77,382","5,974"
"Farmers & Merchants Bancorp, Inc.",BHC-SP,2737823,Hannibal,MO,6/30/2025,"182,652","15,107"
"First State Bancorp, Inc.",BHC-SP,2812832,Randolph,NE,6/30/2025,"76,954","8,734"
"North Central Bancorp, Inc.",BHC-SP,2834076,Norfolk,NE,6/30/2025,"1,156,533","180,208"
Steinauer Bancorp,BHC-SP,2847665,Steinauer,NE,6/30/2025,"22,927","1,882"
First Community Banc Holding Company,BHC-SP,2917278,Hillsboro,IL,6/30/2025,"136,458","11,434"
"Basile Bancshares, Inc.",BHC-SP,2937182,Basile,LA,6/30/2025,"81,977","9,067"
"Security Bancorp Of Maysville, Inc.",BHC-SP,2952484,Maysville,KY,6/30/2025,"70,725","11,175"
Mauch Chunk Trust Financial Corp.,BHC-SP,3045011,Jim Thorpe,PA,6/30/2025,"667,332","-3,167"
"Dnb Financial Services, Inc.",BHC-SP,3049626,Douglas,GA,6/30/2025,"331,225","28,729"
"Signature Bancorp, Inc.",BHC-SP,3076592,Toledo,OH,6/30/2025,"1,235,935","154,394"
"Community Banks Of Georgia, Inc.",BHC-SP,3180408,Jasper,GA,6/30/2025,"595,584","77,606"
Iuka Bancshares Inc,BHC-SP,3217180,Salem,IL,6/30/2025,"142,381","13,676"
"American Metro Bancorp, Inc.",BHC-SP,3272367,Chicago,IL,6/30/2025,"111,028","15,267"
"Tnb Bancshares, Inc.",BHC-SP,3305434,Mercedes,TX,6/30/2025,"1,037,875","54,715"
"Csb Bancorp, Inc.",BHC-SP,3306824,Chelsea,MI,6/30/2025,"404,668","44,594"
"Gsb, Mhc",BHC-SP,3309889,Greenfield,MA,6/30/2025,"1,327,457","128,115"
Freedom Bancorporation,BHC-SP,3314100,Columbia Falls,MT,6/30/2025,"141,358","17,028"
"Main Banc, Inc.",BHC-SP,3365296,Albuquerque,NM,6/30/2025,"246,735","29,377"
"Equitable Bancorp, Mhc",BHC-SP,3398315,East Weymouth,MA,6/30/2025,"959,520","100,521"
"First National Bancorp, Inc.",BHC-SP,3404458,Kalamazoo,MI,6/30/2025,"979,177","83,456"
"Frontier Bancshares, Inc.",BHC-SP,3412798,Austin,TX,6/30/2025,"2,389,911","162,348"
"Equitable Bancorp, Inc.",BHC-SP,3431203,East Weymouth,MA,6/30/2025,"959,523","102,807"
"Reliance Bancorporation, Inc.",BHC-SP,3596269,Faribault,MN,6/30/2025,"305,144","25,034"
Plains Acquisition Corporation,BHC-SP,3720082,Humble,TX,6/30/2025,"853,518","125,306"
"Windsor Federal Bancorp, Inc.",BHC-SP,3792360,Windsor,CT,6/30/2025,"840,588","74,074"
American Federal Corporation,BHC-SP,3802858,Fargo,ND,6/30/2025,"767,880","73,016"
FB Bancorp,BHC-SP,3818822,San Antonio,TX,6/30/2025,"1,100,920","61,120"
"First Capital Bancshares, Inc.",BHC-SP,3836385,Charleston,SC,6/30/2025,"1,055,940","92,881"
"Community Financial, Mhc",BHC-SP,3846003,Bennington,VT,6/30/2025,"621,434","64,425"
"Windsor Federal, Mhc",BHC-SP,3920118,Windsor,CT,6/30/2025,"840,608","74,099"
"Tri Valley Bancshares, Inc.",BHC-SP,3952940,Eagle,NE,6/30/2025,"542,373","37,447"
"First Oklahoma Holdings, Inc.",BHC-SP,3957589,Jenks,OK,6/30/2025,"1,197,423","83,685"
"John Marshall Bancorp, Inc.",BHC-SP,5039724,Reston,VA,6/30/2025,"2,267,953","253,733"
"Big Creek Bancshares, Inc",BHC-SP,5046816,Marianna,AR,6/30/2025,"468,881","35,801"
"Community Heritage Financial, Inc.",BHC-SP,5292707,Middletown,MD,6/30/2025,"1,095,609","83,936"
"Eureka Homestead Bancorp, Inc.",BHC-SP,5371705,Metairie,LA,6/30/2025,"95,412","19,136"
"Cowboy Bancshares, Llc",BHC-SP,5422531,Enid,OK,6/30/2025,"337,925","44,544"
"Commencement Bancorp, Inc.",BHC-SP,5458745,Tacoma,WA,6/30/2025,"681,657","54,474"
"Liberty Northwest Bancorp, Inc.",BHC-SP,5515488,Poulsbo,WA,6/30/2025,"193,248","11,730"
"Odom Amtex, Llc",BHC-SP,5584662,Orange,TX,6/30/2025,"490,107","41,191"
"Odom Amtex Holdings Trust, The",BHC-SP,5679326,Orange,TX,6/30/2025,"490,107","41,203"
"Multi-bank Services, Ltd.",BHC-SP,5812767,Southfield,MI,6/30/2025,"742,223","80,065"
"Ewsb Bancorp, Inc.",BHC-SP,5930559,Kaukauna,WI,6/30/2025,"285,043","15,777"
Central Bancorporation,BHC-SP,1025662,Provo,UT,6/30/2025,"2,098,104","288,131"
First National Financial Corporation,BHC-SP,1051193,Estes Park,CO,6/30/2025,"155,945","15,071"
Goppert Financial Corp.,BHC-SP,1051380,Lees Summit,MO,6/30/2025,"600,302","55,129"
Midwest Banco Corporation,BHC-SP,1053320,Cozad,NE,6/30/2025,"380,771","40,105"
"Farm And Home Insurance Agency, Inc.",BHC-SP,1053357,Lyons,NE,6/30/2025,"491,790","65,301"
CCB Financial Corporation,BHC-SP,1053496,Kansas City,MO,6/30/2025,"2,219,770","193,394"
"F&m Bancshares, Inc.",BHC-SP,1054550,Crescent,OK,6/30/2025,"760,231","90,815"
"Shamrock Bancshares, Inc.",BHC-SP,1055137,Coalgate,OK,6/30/2025,"482,713","37,772"
"First Gothenburg Bancshares, Inc.",BHC-SP,1057252,Gothenburg,NE,6/30/2025,"1,155,191","84,513"
First National Bank Of Gillette Holding Company,BHC-SP,1057908,Gillette,WY,6/30/2025,"592,895","70,330"
"Stockton Bancshares, Inc.",BHC-SP,1060131,Stockton,KS,6/30/2025,"468,947","41,441"
"Cedar Point Bancshares, Inc.",BHC-SP,1060690,Cedar Point,KS,6/30/2025,"36,633","3,767"
Financial Security Corporation,BHC-SP,1060850,Basin,WY,6/30/2025,"431,330","29,157"
"First State Bancorporation Of Watonga, Inc.",BHC-SP,1061110,Watonga,OK,6/30/2025,"84,713","8,905"
"Alamosa Bancorporation, Ltd.",BHC-SP,1061222,Alamosa,CO,6/30/2025,"336,954","38,175"
"Welch Bancshares, Inc.",BHC-SP,1061660,Welch,OK,6/30/2025,"420,874","32,214"
American Exchange Company,BHC-SP,1061950,Elmwood,NE,6/30/2025,"67,962","7,431"
First Broken Arrow Corporation,BHC-SP,1062050,Broken Arrow,OK,6/30/2025,"254,972","37,348"
"Protection Bank Holding Company, Inc., The",BHC-SP,1062939,Protection,KS,6/30/2025,"98,503","13,683"
"Southwest Missouri Bancorporation, Inc.",BHC-SP,1063552,Carthage,MO,6/30/2025,"1,152,374","73,516"
"Overbrook Bankshares, Inc.",BHC-SP,1063776,Overbrook,KS,6/30/2025,"99,596","7,252"
"Perry Bancshares, Inc.",BHC-SP,1064175,Perry,OK,6/30/2025,"411,920","27,993"
"First Fidelity Bancorp, Inc.",BHC-SP,1064728,Oklahoma City,OK,6/30/2025,"2,940,398","129,020"
"Empire Bancshares, Inc.",BHC-SP,1071333,Hicksville,OH,6/30/2025,"211,931","16,024"
Citizens National Corporation,BHC-SP,1071623,Paintsville,KY,6/30/2025,"690,002","73,245"
"Enterprise Capital Corporation, Inc.",BHC-SP,1080737,Enterprise,AL,6/30/2025,"247,411","19,394"
"Farmers Bancshares, Inc.",BHC-SP,1080885,Dublin,GA,6/30/2025,"217,884","27,486"
Atkinson County Bankshares Corporation,BHC-SP,1081332,Willacoochee,GA,6/30/2025,"109,257","13,407"
"Altamaha Bancshares, Inc.",BHC-SP,1081510,Vidalia,GA,6/30/2025,"328,687","25,032"
First Southwest Corporation,BHC-SP,1082692,Mccomb,MS,6/30/2025,"558,741","66,714"
"First Pikeville Bancshares, Inc.",BHC-SP,1082834,Pikeville,TN,6/30/2025,"220,500","20,821"
Citizens Holding Company,BHC-SP,1083475,Philadelphia,MS,6/30/2025,"1,640,424","50,883"
"First Hartford Bancshares, Inc.",BHC-SP,1084052,Hartford,AL,6/30/2025,"161,211","17,021"
"Ccb Bancshares, Inc.",BHC-SP,1084696,Hahira,GA,6/30/2025,"204,407","17,075"
South Louisiana Financial Corporation,BHC-SP,1086298,Houma,LA,6/30/2025,"678,490","109,516"
Plaquemine Bancshares Corporation,BHC-SP,1086355,Plaquemine,LA,6/30/2025,"222,270","24,396"
"Purdy Bancshares, Inc.",BHC-SP,1096046,Monett,MO,6/30/2025,"237,311","11,167"
Hutsonville Banc Corp.,BHC-SP,1096390,Hutsonville,IL,6/30/2025,"50,339","9,394"
Security Capital Corporation,BHC-SP,1098509,Batesville,MS,6/30/2025,"919,903","93,869"
Farmers Holding Company,BHC-SP,1099793,Jacksonville,IL,6/30/2025,"218,807","28,600"
"Elkton Bancorp, Inc.",BHC-SP,1099841,Elkton,KY,6/30/2025,"191,510","22,553"
"Independent Southern Bancshares, Inc.",BHC-SP,1100000,Brownsville,TN,6/30/2025,"541,016","34,109"
"Montgomery Bancshares, Inc.",BHC-SP,1100251,Jonesburg,MO,6/30/2025,"150,002","12,500"
"Etex Banco, Inc.",BHC-SP,1102170,Winnsboro,TX,6/30/2025,"160,431","18,892"
"Coushatta Bancshares, Inc.",BHC-SP,1104530,Coushatta,LA,6/30/2025,"306,011","20,837"
"Sabine Bancshares, Inc.",BHC-SP,1108042,Many,LA,6/30/2025,"1,331,022","142,428"
"Plains Bancorp, Inc.",BHC-SP,1108163,Dimmitt,TX,6/30/2025,"2,365,418","157,146"
"Tib, Inc.",BHC-SP,1109094,Farmers Branch,TX,6/30/2025,"3,002,203","399,302"
"Ubank Holdings, Inc.",BHC-SP,1109601,Huntington,TX,6/30/2025,"829,977","61,063"
American Bank Holding Corporation,BHC-SP,1109964,Corpus Christi,TX,6/30/2025,"2,552,798","181,935"
Community Bancorp,BHC-SP,1115040,Derby,VT,6/30/2025,"1,166,586","104,844"
"Montgomery Bancorporation, Inc.",BHC-SP,1119495,Sikeston,MO,6/30/2025,"1,182,338","94,830"
"Washco Bancshares, Inc.",BHC-SP,1119525,Mineral Point,MO,6/30/2025,"514,029","35,225"
Northern Financial Corporation,BHC-SP,1121724,Independence,WI,6/30/2025,"83,042","5,136"
Jan-mar Corp.,BHC-SP,1122217,Coleraine,MN,6/30/2025,"103,944","5,991"
"Western State Agency, Inc.",BHC-SP,1123223,Devils Lake,ND,6/30/2025,"2,420,677","253,821"
"New York Mills Bancshares, Inc.",BHC-SP,1124202,New York Mills,MN,6/30/2025,"81,509","8,424"
"Midwest Bank Group, Inc.",BHC-SP,1125580,Detroit Lakes,MN,6/30/2025,"844,667","77,438"
Hunter Holding Company,BHC-SP,1125674,Hunter,ND,6/30/2025,"407,576","24,873"
"Valley Bancshares, Inc.",BHC-SP,1125900,Kalispell,MT,6/30/2025,"208,157","14,472"
"Web, Inc.",BHC-SP,1126112,Fairmont,MN,6/30/2025,"141,765","13,657"
"Oliver Bancorporation, Inc.",BHC-SP,1127409,Center,ND,6/30/2025,"279,012","32,141"
"Emery Security Bancorporation, Inc.",BHC-SP,1127771,Emery,SD,6/30/2025,"61,478","11,027"
Demotte Bancorp,BHC-SP,1130164,Demotte,IN,6/30/2025,"574,100","46,799"
Tpb Bancorp,BHC-SP,1130409,Brownstown,IN,6/30/2025,"324,304","18,123"
"Marion County Bancshares, Inc.",BHC-SP,1131376,Hamilton,AL,6/30/2025,"357,726","59,060"
"Sulphur Springs Bancshares, Inc.",BHC-SP,1131666,Sulphur Springs,TX,6/30/2025,"1,330,177","107,407"
"Highlands Bankshares, Inc.",BHC-SP,1131750,Petersburg,WV,6/30/2025,"608,645","63,872"
Fcn Banc Corp.,BHC-SP,1134069,Brookville,IN,6/30/2025,"777,297","53,014"
"Community Bancshares, Inc.",BHC-SP,1134283,Stanford,KY,6/30/2025,"166,005","22,388"
"Sutton Bancshares, Inc.",BHC-SP,1134500,Attica,OH,6/30/2025,"1,609,157","236,353"
"Altrust Financial Services, Inc.",BHC-SP,1136595,Cullman,AL,6/30/2025,"1,426,420","116,984"
"Lamar Bancorporation, Inc.",BHC-SP,1136906,Paris,TX,6/30/2025,"370,847","21,686"
"Fannin Bancorp, Inc.",BHC-SP,1137284,Bonham,TX,6/30/2025,"148,212","5,842"
"Eudora Bancshares, Inc.",BHC-SP,1137565,Eudora,KS,6/30/2025,"72,316","2,388"
"Solon Financial, Inc.",BHC-SP,1137903,Solon,IA,6/30/2025,"124,881","27,067"
Belle Glade Bank Corporation,BHC-SP,1138272,Belle Glade,FL,6/30/2025,"168,127","12,498"
"Great Northern Bancshares, Inc.",BHC-SP,1138366,Kalispell,MT,6/30/2025,"318,421","32,545"
"C.S. Bancshares, Inc.",BHC-SP,1138786,Chillicothe,MO,6/30/2025,"289,123","32,489"
"Cardinal Bancorp, Inc.",BHC-SP,1140930,Maplewood,MO,6/30/2025,"842,325","54,957"
"Chambers Bancshares, Inc.",BHC-SP,1141487,Danville,AR,6/30/2025,"1,417,317","148,080"
Solvay Bank Corp.,BHC-SP,1143342,Solvay,NY,6/30/2025,"1,181,141","87,240"
"Cando Holding Company, Inc.",BHC-SP,1143922,Cando,ND,6/30/2025,"71,642","3,902"
"Buffalo Bancshares, Inc.",BHC-SP,1143968,Buffalo,MO,6/30/2025,"308,929","26,296"
Tama County Abstract Company,BHC-SP,1200179,Toledo,IA,6/30/2025,"136,030","14,555"
"Jems, Inc.",BHC-SP,1201756,Lake View,IA,6/30/2025,"35,539","4,892"
"Bradley Bancorp, Inc.",BHC-SP,1202119,Centerville,IA,6/30/2025,"198,714","20,826"
Ames National Corporation,BHC-SP,1202258,Ames,IA,6/30/2025,"2,092,844","193,029"
"Talen, Inc.",BHC-SP,1202333,Traer,IA,6/30/2025,"215,491","12,694"
Bank Iowa Corporation,BHC-SP,1202762,West Des Moines,IA,6/30/2025,"2,226,000","150,966"
Gilman Investment Co.,BHC-SP,1202913,Oskaloosa,IA,6/30/2025,"78,727","5,656"
"Villa Grove Bancshares, Inc.",BHC-SP,1203237,Villa Grove,IL,6/30/2025,"94,229","10,696"
Sac City Limited,BHC-SP,1203488,Sac City,IA,6/30/2025,"198,443","19,912"
"F & M Bankshares, Inc.",BHC-SP,1204300,Marinette,WI,6/30/2025,"170,710","18,322"
Glenwood Bancorporation,BHC-SP,1204421,Glenwood,IA,6/30/2025,"316,517","38,028"
Waytru Bancorp,BHC-SP,1204533,Richmond,IN,6/30/2025,"241,376","16,055"
Van Diest Investment Company,BHC-SP,1205026,Webster City,IA,6/30/2025,"805,519","103,589"
First Bank Chicago Corp.,BHC-SP,1205398,Highland Park,IL,6/30/2025,"2,027,917","150,777"
Gnb Bancorporation,BHC-SP,1205950,Grundy Center,IA,6/30/2025,"631,024","75,258"
"Greenfield Bancshares, Inc.",BHC-SP,1205996,Greenfield,IN,6/30/2025,"889,090","117,571"
"Burt Bancshares, Inc.",BHC-SP,1206032,Burt,IA,6/30/2025,"117,796","26,709"
Chebelle Corporation,BHC-SP,1206779,Belle Plaine,IA,6/30/2025,"192,199","17,124"
"Southern Michigan Bancorp, Inc.",BHC-SP,1207824,Coldwater,MI,6/30/2025,"1,571,263","113,712"
"Grinnell Bancshares, Inc.",BHC-SP,1208157,Grinnell,IA,6/30/2025,"840,344","76,086"
"Illinois Valley Bancorp, Inc.",BHC-SP,1208504,Morris,IL,6/30/2025,"489,898","68,192"
"Baraboo Bancorporation, Inc., The",BHC-SP,1209248,Baraboo,WI,6/30/2025,"539,065","62,002"
"Luxemburg Bancshares, Inc.",BHC-SP,1209743,Luxemburg,WI,6/30/2025,"706,428","53,884"
Farmers And Merchants Bancorp,BHC-SP,1245321,Winterset,IA,6/30/2025,"258,446","24,277"
"Lyons Bancorp, Inc.",BHC-SP,1246476,Lyons,NY,6/30/2025,"2,045,425","122,609"
"First Gilmer Bankshares, Inc.",BHC-SP,1246515,Gilmer,TX,6/30/2025,"584,654","49,047"
Agricultural Banking Corporation,BHC-SP,1247624,Paxton,IL,6/30/2025,"192,227","25,712"
"Cardinal Bancorp Ii, Inc.",BHC-SP,1248368,Washington,MO,6/30/2025,"563,815","41,561"
"Security Bancshares, Inc.",BHC-SP,1248836,Scott City,KS,6/30/2025,"1,866,150","185,682"
"Powell Valley Bankshares, Inc.",BHC-SP,1249271,Jonesville,VA,6/30/2025,"489,224","53,863"
Commercial National Financial Corporation,BHC-SP,1249299,Ithaca,MI,6/30/2025,"552,094","52,387"
Eastbank Corporation,BHC-SP,1249459,New York,NY,6/30/2025,"143,056","28,629"
Lewisburg Bancshares Corporation,BHC-SP,1250071,Lewisburg,KY,6/30/2025,"218,969","16,569"
"Danville Bancshares, Inc.",BHC-SP,1250464,Danville,IA,6/30/2025,"180,036","22,140"
Fort Madison Financial Company,BHC-SP,1357037,Fort Madison,IA,6/30/2025,"514,811","32,821"
"Sullivan Bancshares, Inc.",BHC-SP,1363887,Sullivan,IL,6/30/2025,"111,416","6,380"
"State Bancshares, Inc.",BHC-SP,1404678,Springfield,MO,6/30/2025,"164,221","8,101"
Ptb Corporation,BHC-SP,1404735,Salem,OR,6/30/2025,"734,751","121,034"
"Cmjr Investments, Inc.",BHC-SP,1416617,Lyndon,KS,6/30/2025,"103,979","9,085"
"St. Landry Bancshares, Inc.",BHC-SP,1417203,Opelousas,LA,6/30/2025,"295,177","20,566"
"Hope Bancshares, Inc.",BHC-SP,1472079,Hope,KS,6/30/2025,"82,103","6,836"
First Bank Corp,BHC-SP,1491360,Fort Smith,AR,6/30/2025,"2,876,348","394,966"
"Farmington Bancorp, Inc.",BHC-SP,1491717,Farmington,IL,6/30/2025,"227,465","21,114"
"Amboy Bancorp, Inc.",BHC-SP,1491753,Amboy,IL,6/30/2025,"308,239","25,525"
"Tremont Bancorp, Inc.",BHC-SP,1492497,Tremont,IL,6/30/2025,"182,246","16,773"
"Newfield Bancorp, Inc.",BHC-SP,1830361,Newfield,NJ,6/30/2025,"871,181","56,098"
"Carroll Financial Services, Inc.",BHC-SP,1848825,Huntingdon,TN,6/30/2025,"605,488","42,659"
Chesapeake Bancorp,BHC-SP,1866418,Chestertown,MD,6/30/2025,"135,483","12,527"
"Southwestern Wisconsin Bancshares, Inc.",BHC-SP,1881699,Highland,WI,6/30/2025,"43,338","5,108"
"Crowell Bancshares, Inc.",BHC-SP,1894998,Crowell,TX,6/30/2025,"55,394","5,708"
Stock Exchange Financial Corporation,BHC-SP,1956702,Caldwell,KS,6/30/2025,"85,456","6,155"
Stockgrowers Banc Corporation,BHC-SP,1965366,Ashland,KS,6/30/2025,"217,822","27,155"
"Farmers State Bancshares, Inc.",BHC-SP,1997862,Mountain City,TN,6/30/2025,"218,429","20,182"
"Resource One, Inc.",BHC-SP,2012566,Ulysses,KS,6/30/2025,"307,647","35,551"
"First Community Bancorp, Inc.",BHC-SP,2016340,Shelbyville,TN,6/30/2025,"813,636","87,571"
"Gbc Holdings, Inc.",BHC-SP,2017673,Los Angeles,CA,6/30/2025,"655,868","100,737"
"Albrecht Financial Services, Inc.",BHC-SP,2022725,Norwalk,IA,6/30/2025,"751,731","63,006"
"First State Bancshares, Inc.",BHC-SP,2032724,De Queen,AR,6/30/2025,"465,752","21,919"
"Pioneer Bankcorp, Inc.",BHC-SP,2061162,Clewiston,FL,6/30/2025,"799,663","66,823"
"Donley County Bancshares, Inc.",BHC-SP,2126669,Clarendon,TX,6/30/2025,"47,415","9,196"
"Lakeside Bancorp, Inc.",BHC-SP,2128917,Chicago,IL,6/30/2025,"2,698,059","255,077"
"Heritage Bancshares Group, Inc.",BHC-SP,2144739,Spicer,MN,6/30/2025,"415,646","15,629"
First Community Corporation,BHC-SP,2224239,Rogersville,TN,6/30/2025,"215,035","20,495"
"Miners And Merchants Bancorp, Inc.",BHC-SP,2227687,Grundy,VA,6/30/2025,"489,158","51,909"
"Kingston Bancshares, Inc.",BHC-SP,2246400,Kingston,OH,6/30/2025,"567,731","34,124"
"Citizens State Bancshares, Inc.",BHC-SP,2253060,Lankin,ND,6/30/2025,"69,026","4,765"
Nextier Incorporated,BHC-SP,2264404,Kittanning,PA,6/30/2025,"2,832,755","249,813"
Harris Taubman Financial Corporation,BHC-SP,2313049,Fayette,MO,6/30/2025,"155,571","16,129"
"First Southern Bancshares, Inc.",BHC-SP,2313704,Florence,AL,6/30/2025,"663,169","64,486"
"Security Financial, Inc.",BHC-SP,2339928,Farnhamville,IA,6/30/2025,"191,217","22,379"
"F & M Bancshares, Inc.",BHC-SP,2344641,De Leon,TX,6/30/2025,"243,906","30,048"
"Fct Bancshares, Inc.",BHC-SP,2348274,Waco,TX,6/30/2025,"1,572,339","159,103"
"Citizens Community Bancshares, Inc.",BHC-SP,2354305,Winchester,TN,6/30/2025,"352,602","41,443"
"Mille Lacs Bancorporation, Inc.",BHC-SP,2359823,Onamia,MN,6/30/2025,"318,654","37,684"
Dcnb Holding Company,BHC-SP,2359962,Clear Lake,SD,6/30/2025,"115,614","3,577"
First Hardee Holding Corporation,BHC-SP,2376558,Wauchula,FL,6/30/2025,"85,353","9,084"
"Newell Bancshares, Inc.",BHC-SP,2382335,Newell,IA,6/30/2025,"115,777","13,674"
Bay Port Financial Corporation,BHC-SP,2389978,Bay Port,MI,6/30/2025,"149,347","11,950"
Mechanics Financial Corporation,BHC-SP,2395326,Mansfield,OH,6/30/2025,"822,629","67,345"
"Chester Bancorp, Inc.",BHC-SP,2434104,Chester,IL,6/30/2025,"106,278","7,174"
"Southern Banc Company, Inc., The",BHC-SP,2496193,Gadsden,AL,6/30/2025,"125,404","16,718"
"Sanger Bancshares, Inc.",BHC-SP,2497837,Sanger,TX,6/30/2025,"211,692","34,635"
"Ameribancshares, Inc.",BHC-SP,2507183,Wichita Falls,TX,6/30/2025,"2,324,276","177,614"
"Ameribancshares Of Delaware, Inc.",BHC-SP,2507204,Wilmington,DE,6/30/2025,"2,324,276","237,981"
"River Falls Bancshares, Inc.",BHC-SP,2519805,River Falls,WI,6/30/2025,139,"12,915"
Pinnacle Bankshares Corporation,BHC-SP,2534406,Altavista,VA,6/30/2025,"1,040,560","84,457"
NATBC Holding Corporation,BHC-SP,2537676,Hollywood,FL,6/30/2025,"242,294","10,598"
"Citizens Bancorporation, Inc.",BHC-SP,2550143,Mascoutah,IL,6/30/2025,"496,994","46,876"
First Robinson Financial Corporation,BHC-SP,2558194,Robinson,IL,6/30/2025,"470,523","33,680"
Pacific Financial Corporation,BHC-SP,2560236,Aberdeen,WA,6/30/2025,"1,215,468","118,937"
