,,,,,,,,,,,,,,,,,,,,TCE,,,,,Un. Loss - T,,Un. Loss - T-1,,,,TCE Adj.,,TCE Adj.,,,Aggregate,,,6.0%,,Ticker,Per Share,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,Tangible Common Equity,,,,,,,,,,,,,,,Intangibles,,,,,,,,,,,,,,,Municipals,,,,,,,,,,,,,,
Ticker,BHC,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Bank 6,Bank 7,Bank 8,Bank 9,Bank 10,Bank 11,Bank 12,Bank 13,Bank 14,Bank 15,,Large?,,GAAP,Large,Small,Bank,Bank Intang.,AFS,HTM,AFS,HTM,S/O,SP?,Non-SP,SP,Non-SP,SP,,TCE,Adj. TCE,Mark. TCE,,,,TCE,Adj. TCE,Mark. TCE,Kanter Adj. TCE,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
FTFI,1889538,111942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"79,677","81,064",0,"-6,503",0,"-7,352",0,"2,767,005",1,"6,503","7,352",0,-849,,"79,677","87,029","78,828","86,076",,FTFI,28.80,31.45,28.49,31.11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"87,773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FULT,1117129,474919,641775,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,509,839",NA,"2,765,978","628,621","-221,990","-139,835","-231,464","-159,091","182,379,000",0,"221,990","231,464","-139,835","-168,565",,"2,509,839","2,731,829","2,370,004","2,684,327",,FULT,13.76,14.98,12.99,14.72,,"1,496,279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,309,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,395,569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,183,448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,871,029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,575,043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,719,516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,410,898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,765,978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"628,621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,791697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUNC,1132672,61122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"179,537",NA,"178,385","11,691","-12,186","-20,574","-13,574","-23,098","6,494,611",0,"12,186","13,574","-20,574","-24,485",,"179,537","191,723","158,963","191,017",,FUNC,27.64,29.52,24.48,29.41,,"174,203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"146,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"175,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"144,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102,801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"178,385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUSB,1086168,259330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"94,427","101,061","7,465","-3,020",-23,"-5,032",-30,"5,755,064",1,"3,020","5,032",-23,"-2,042",,"94,427","99,459","92,386","99,364",,FUSB,16.41,17.28,16.05,17.27,,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"165,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"161,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"174,597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"167,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FVCB,4875907,3614976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"235,778","244,594","7,385","-23,079",-6,"-26,555",-7,"18,019,204",1,"23,079","26,555",-6,"-3,482",,"235,778","262,333","232,296","262,296",,FVCB,13.08,14.56,12.89,14.56,,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"188,501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"190,895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155,489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"244,594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXLG,1245479,113441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"117,136","110,117","2,604","-11,824","-6,320","-13,180","-5,505","4,118,460",1,"11,824","13,180","-6,320","-6,861",,"117,136","130,316","110,275","124,423",,FXLG,28.44,31.64,26.78,30.21,,"56,428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"186,944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"171,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"223,695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"206,122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXNC,1076123,899428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"155,959","148,133","17,574","-15,023","-7,076","-16,553","-8,221","8,989,138",1,"15,023","16,553","-7,076","-9,750",,"155,959","172,512","146,209","168,629",,FXNC,17.35,19.19,16.27,18.76,,"108,379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109,835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"181,007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163,847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"148,133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABC,1098620,37640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"652,345",NA,"614,706","418,463","-198,401",0,"-208,588",0,"37,492,814",0,"198,401","208,588",0,"-10,187",,"652,345","850,746","652,345","823,216",,GABC,17.40,22.69,17.40,21.96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,823,429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,558,894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,791,647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,513,530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"614,706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418,463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,458834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBCI,2003975,2634191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,345,914",NA,"2,175,605","1,099,229","-262,755","-231,114","-308,329","-244,708","118,550,475",0,"262,755","308,329","-231,114","-290,282",,"2,345,914","2,608,669","2,114,800","2,505,455",,GBCI,19.79,22.00,17.84,21.13,,"3,261,575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,953,423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,294,847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,968,570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,522,652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,172,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,656,310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,245,205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,175,605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,099,229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBFH,5170805,3636446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"151,749","158,736",0,-983,-80,"-1,274",-133,"14,274,000",1,983,"1,274",-80,-424,,"151,749","153,023","151,325","153,023",,GBFH,10.63,10.72,10.60,10.72,,"39,903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"158,736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBNY,2912442,442011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"33,561","32,579",573,"-2,756",-131,"-2,747",-154,"2,278,740",1,"2,756","2,747",-131,-145,,"33,561","36,308","33,416","35,410",,GBNY,14.73,15.93,14.66,15.54,,"1,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCBC,2728607,214106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"238,836","262,346",0,"-14,506","-34,551","-17,825","-38,866","17,026,828",1,"14,506","17,825","-34,551","-42,185",,"238,836","256,661","196,652","216,564",,GCBC,14.03,15.07,11.55,12.72,,"781,760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"735,692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"771,344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719,523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"374,773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"355,432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"398,219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"374,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"262,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDOT,4057262,243375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"534,945",NA,"158,976","10,950","-223,792",0,"-275,984",0,"55,388,000",0,"223,792","275,984",0,"-52,193",,"534,945","758,737","534,945","757,360",,GDOT,9.66,13.70,9.66,13.67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,402,673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,104,284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,400,781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,032,802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"158,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLBZ,2001328,628123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"18,933","19,095",0,"-18,410",0,"-19,663",0,"2,900,681",1,"18,410","19,663",0,"-1,253",,"18,933","38,596","17,680","36,719",,GLBZ,6.53,13.31,6.10,12.66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"106,623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"134,166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107,949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNRV,3916326,3812147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"35,513","48,982",0,"-1,670",0,"-1,957",0,"7,038,924",1,"1,670","1,957",0,-287,,"35,513","37,470","35,227","37,370",,GNRV,5.05,5.32,5.00,5.31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNTY,1862036,112163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"298,238",NA,"325,369","33,098","-11,026","-20,238","-15,568","-23,615","11,345,511",0,"11,026","15,568","-20,238","-28,157",,"298,238","309,264","278,000","300,954",,GNTY,26.29,27.26,24.50,26.53,,"305,153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"278,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"334,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"303,245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"377,348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"362,647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"361,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"340,304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"325,369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,138499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVB,2801014,905673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"25,627","24,024","5,770","-2,313",0,"-2,409",0,"1,055,671",1,"2,313","2,409",0,-96,,"25,627","28,036","25,531","26,810",,GOVB,24.28,26.56,24.18,25.40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSBC,2339133,572374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"612,491",NA,"615,665","9,985","-38,301","-15,479","-45,893","-18,501","11,396,533",0,"38,301","45,893","-15,479","-26,093",,"612,491","650,792","597,012","647,259",,GSBC,53.74,57.10,52.39,56.79,,"185,852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"165,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"162,765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"586,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"535,914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"594,564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"533,373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"615,665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSBX,4725589,3224375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"76,064","83,904",0,0,-1,0,-5,"2,764,671",1,0,0,-1,-5,,"76,064","76,064","76,060","76,064",,GSBX,27.51,27.51,27.51,27.51,,"1,995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTPS,2507642,346771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"24,643","23,013",485,0,116,0,137,"359,686",1,0,0,116,137,,"24,643","24,643","24,780","24,643",,GTPS,68.51,68.51,68.89,68.51,,"40,669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVFF,3828607,567679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"20,628","19,968",0,0,"-2,120",0,"-2,365","2,009,083",1,0,0,"-2,120","-2,365",,"20,628","20,628","18,263","20,525",,GVFF,10.27,10.27,9.09,10.22,,"17,835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVYB,0,3440803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"43,374",0,"-8,670","-2,696","-9,464","-3,341","2,213,982",0,"8,670","9,464","-2,696","-4,135",,"43,374","52,044","40,679","46,710",,GVYB,19.59,23.51,18.37,21.10,,"71,544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"133,753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWBK,0,1493319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"23,975",0,"-2,766",0,"-2,975",0,"269,912,602",0,"2,766","2,975",0,-209,,"23,975","26,741","23,975","26,741",,GWBK,0.09,0.10,0.09,0.10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAFC,2900261,657365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"750,000",NA,"818,099","12,714","-63,275",0,"-74,105",0,"30,176,568",0,"63,275","74,105",0,"-10,831",,"750,000","813,275","750,000","809,401",,HAFC,24.85,26.95,24.85,26.82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"948,482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"864,116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"965,797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"866,990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"818,099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARL,2861492,139478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"89,035","88,113",0,5,"-7,373",5,"-9,195","3,589,883",1,-5,-5,"-7,373","-9,195",,"89,035","89,030","79,840","89,014",,HARL,24.80,24.80,22.24,24.80,,"128,008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127,955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"88,113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBAN,1068191,12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"13,286,841",NA,"14,861,886","5,408,995","-2,011,670","-1,478,837","-2,258,691","-1,711,429","1,458,800,042",0,"2,011,670","2,258,691","-1,478,837","-1,958,450",,"13,286,841","15,298,511","11,808,004","15,060,662",,HBAN,9.11,10.49,8.09,10.32,,"16,315,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,343,451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,368,063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,086,158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,521,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,838,887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,284,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,272,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,861,886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,408,995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3964157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
