,,,,,,,,,,,,,,,,,,,,TCE,,,,,Un. Loss - T,,Un. Loss - T-1,,,,TCE Adj.,,TCE Adj.,,,Aggregate,,,6.0%,,Ticker,Per Share,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,Tangible Common Equity,,,,,,,,,,,,,,,Intangibles,,,,,,,,,,,,,,,Municipals,,,,,,,,,,,,,,
Ticker,BHC,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Bank 6,Bank 7,Bank 8,Bank 9,Bank 10,Bank 11,Bank 12,Bank 13,Bank 14,Bank 15,,Large?,,GAAP,Large,Small,Bank,Bank Intang.,AFS,HTM,AFS,HTM,S/O,SP?,Non-SP,SP,Non-SP,SP,,TCE,Adj. TCE,Mark. TCE,,,,TCE,Adj. TCE,Mark. TCE,Kanter Adj. TCE,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
HBCP,3851191,929978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"324,336",NA,"359,976","84,751","-25,500",1,"-30,759",0,"7,808,421",0,"25,500","30,759",1,"-5,259",,"324,336","349,836","324,337","346,977",,HBCP,41.54,44.80,41.54,44.44,,"1,065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"434,553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"400,553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"443,804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"402,792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"359,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,47654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBIA,1245291,731247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"559,615",NA,"541,375","2,500","-25,747",0,"-26,789",0,"8,874,490",0,"25,747","26,789",0,"-1,043",,"559,615","585,362","559,615","563,170",,HBIA,63.06,65.96,63.06,63.46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"940,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"906,111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"979,855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"944,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"541,375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,369858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBNC,1209136,130541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"627,050",NA,"647,065","164,618","-37,184","-220,398","-36,260","-226,304","43,801,507",0,"37,184","36,260","-220,398","-225,380",,"627,050","664,234","406,652","589,883",,HBNC,14.32,15.16,9.28,13.47,,"1,843,991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,550,127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,867,848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,566,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"281,009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"231,431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"282,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"233,677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"647,065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"164,618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBSI,1131750,718538,18836,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"62,329","57,875","1,543","-4,111",0,"-5,054",0,"1,326,122",1,"4,111","5,054",0,-943,,"62,329","67,383","61,386","66,262",,HBSI,47.00,50.81,46.29,49.97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,481","38,152",0,0,0,0,0,0,0,0,0,0,0,0,0,"47,761","36,391",0,0,0,0,0,0,0,0,0,0,0,0,0,"52,010","37,963",0,0,0,0,0,0,0,0,0,0,0,0,0,"47,540","35,695",0,0,0,0,0,0,0,0,0,0,0,0,0,"37,400","20,475",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14134,4538,0,0,0,0,0,0,0,0,0,0,0,0,0
HBT,1208120,426534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"504,623",NA,"563,330","76,968","-36,269","-33,477","-44,582","-41,004","31,495,434",0,"36,269","44,582","-33,477","-49,318",,"504,623","540,892","471,146","530,839",,HBT,16.02,17.17,14.96,16.85,,"490,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"445,762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"499,858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"445,186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"754,493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"706,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"757,492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"698,049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"563,330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,167537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCBC,3833834,479370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"41,915","42,065",0,"-1,973",0,"-2,152",0,"1,005,129",1,"1,973","2,152",0,-179,,"41,915","44,067","41,737","43,510",,HCBC,41.70,43.84,41.52,43.29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCBN,1136287,750341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"44,999","42,999",0,"-1,949",0,"-2,089",0,"1,020,000",1,"1,949","2,089",0,-140,,"44,999","47,088","44,859","45,022",,HCBN,44.12,46.16,43.98,44.14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCKG,2170868,230610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"38,600","33,196",0,"-3,955",0,"-5,111",0,"1,243,290",1,"3,955","5,111",0,"-1,156",,"38,600","43,711","37,444","42,895",,HCKG,31.05,35.16,30.12,34.50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102,433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFBA,3066977,902672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"48,925","47,790",0,"-8,217",0,"-8,775",0,"1,139,398",1,"8,217","8,775",0,-558,,"48,925","57,700","48,367","55,506",,HFBA,42.94,50.64,42.45,48.71,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96,530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFBK,0,660927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"66,320",0,0,"-4,858",0,"-6,057","1,502,831",0,0,0,"-4,858","-6,057",,"66,320","66,320","61,462","66,108",,HFBK,44.13,44.13,40.90,43.99,,"95,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"88,835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFBL,4253121,804374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"51,286","53,429","3,919","-1,952","-7,979","-2,492","-8,943","3,084,764",1,"1,952","2,492","-7,979","-9,484",,"51,286","53,778","41,802","53,680",,HFBL,16.63,17.43,13.55,17.40,,"63,066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64,431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFWA,2166124,881478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"644,725",NA,"651,809","243,789","-41,808","-48,685","-53,399","-59,875","33,953,194",0,"41,808","53,399","-48,685","-71,465",,"644,725","686,533","596,040","683,628",,HFWA,18.99,20.22,17.55,20.13,,"697,561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"632,648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"703,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"623,452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"772,086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"716,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"835,592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"764,394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"651,809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"243,789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIFS,0,673909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"437,557",0,0,-233,0,-259,"2,181,250",0,0,0,-233,-259,,"437,557","437,557","437,324","437,557",,HIFS,200.60,200.60,200.49,200.60,,"6,494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"437,557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLFN,3828111,468673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"43,728","40,041",0,-65,0,-113,0,"1,406,632",1,65,113,0,-49,,"43,728","43,841","43,679","43,841",,HLFN,31.09,31.17,31.05,31.17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMLN,0,291611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"89,201",0,"-4,028",0,"-4,919",0,"357,533",0,"4,028","4,919",0,-891,,"89,201","93,229","89,201","92,324",,HMLN,249.49,260.76,249.49,258.23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMST,3843507,258771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"396,797",NA,"601,845","6,662","-80,382",-13,"-86,594",-21,"18,920,808",0,"80,382","86,594",-13,"-6,233",,"396,797","477,179","396,784","454,603",,HMST,20.97,25.22,20.97,24.03,,"2,283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,111,452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,004,276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,132,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,017,446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"601,845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,376274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNVR,5010134,3793714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"172,851","199,737","20,994",-828,-86,-997,-112,"7,499,243",1,828,997,-86,-281,,"172,851","173,848","172,571","173,848",,HNVR,23.05,23.18,23.01,23.18,,"3,671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85,084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83,755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"199,737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMB,1491409,456045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,650,808",NA,"2,418,200","1,436,533","-220,296","-87,476","-251,579","-99,198","197,239,000",0,"220,296","251,579","-87,476","-130,481",,"2,650,808","2,871,104","2,563,333","2,753,293",,HOMB,13.44,14.56,13.00,13.96,,"1,271,901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,155,267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,277,209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,144,945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,297,048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,003,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,407,088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,071,649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,418,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,436,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONE,4973353,40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"520,727",NA,"479,280","59,610","-44,136",-108,"-48,906",-257,"43,075,033",0,"44,136","48,906",-108,"-5,027",,"520,727","564,863","520,619","564,863",,HONE,12.09,13.11,12.09,13.11,,"19,211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"324,492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"265,644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"329,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"263,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"479,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONT,1144107,465618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"138,202","135,119",0,"-9,239",0,"-9,923",0,"1,431,759",1,"9,239","9,923",0,-684,,"138,202","148,125","137,518","143,635",,HONT,96.53,103.46,96.05,100.32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"173,432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192,663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"135,119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOPE,2961879,671464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,696,702",NA,"1,765,946","467,953","-200,049","-12,823","-224,578","-15,946","128,124,458",0,"200,049","224,578","-12,823","-40,475",,"1,696,702","1,896,751","1,683,879","1,886,215",,HOPE,13.24,14.80,13.14,14.72,,"250,177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"233,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"252,385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"231,124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,105,142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,838,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,122,680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,823,243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,765,946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"467,953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,175598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRBK,2008130,533124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"18,767","46,182",0,-275,0,-809,0,"1,235,869",1,275,809,0,-535,,"18,767","19,576","18,232","19,576",,HRBK,15.19,15.84,14.75,15.84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"106,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"105,834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"98,944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRGG,5110324,194570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"20,607","19,060",0,-696,-482,-783,-594,"1,239,680",1,696,783,-482,-681,,"20,607","21,390","19,926","21,368",,HRGG,16.62,17.25,16.07,17.24,,"6,576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTBI,4366003,212577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"539,493",NA,"524,306","40,191",-584,0,"-1,640",0,"17,492,143",0,584,"1,640",0,"-1,057",,"539,493","540,077","539,493","539,963",,HTBI,30.84,30.88,30.84,30.87,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150,577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"154,199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"152,012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"524,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTBK,2634874,2209553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"521,250",NA,"541,674","173,931","-2,350","-60,350","-3,794","-69,763","61,446,763",0,"2,350","3,794","-60,350","-71,207",,"521,250","523,600","460,900","521,771",,HTBK,8.48,8.52,7.50,8.49,,"576,730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"496,263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"590,028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"497,011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"374,109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"370,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"261,333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"256,274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"541,674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"173,931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTH,3838727,637451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,925,075",NA,"1,207,911","266,193","-65,333","-56,175","-76,157","-66,020","63,001,000",0,"65,333","76,157","-56,175","-76,844",,"1,925,075","1,990,408","1,868,900","1,983,983",,HTH,30.56,31.59,29.66,31.49,,"762,369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"687,469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"737,899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"649,872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,461,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,374,616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,468,276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,366,733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,207,911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"266,193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,107095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
